Gene,Chr,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,ManualScore,TargetID
PF3D7_1251100,chr12,29872.855,5326.038,4553.525,36375.9974,79652.54,59514.993,36758.414,43895.966,51900.703,45435.153,42801.686,5744.753,17623.93,47219.78,1536.8532,1,-0.764,109,0,
PF3D7_1251200,chr12,0,1092.915,1318.448,949213.5426,105251.306,12923.14,3802.838,18319.452,168085.738,437397.573,1279948.389,42982.215,20044.716,48064.657,48578.7535,0.999,-2.201,208,2009.986545,sp|Q6QEF8|CORO6_HUMAN
PF3D7_1251300,chr12,3775.187,6464.634,9201.584,26785.32615,2899.658,3171.751,25493.346,51972.494,54691.801,40836.82,32250.236,92795.708,127148.628,115932.565,51459.7878,0.158,-2.775,27,3666.626667,sp|P23919|KTHY_HUMAN
PF3D7_1251400,chr12,19023.388,12230.775,20151.077,14241.57395,7426.913,11631.124,13841.865,11088.251,17175.927,10240.554,15572.051,20532.113,23065.906,20957.28,78228.3406,0.121,-3.099,201,0,
PF3D7_1251500,chr12,57275.865,54908.957,37917.658,43173.5513,140459.944,134753.402,85138.054,42377.556,43139.027,34686.409,29142.244,37736.575,24750.775,31421.23,47447.3897,0.616,-1.164,367,2496.481986,tr|B7Z6D5|B7Z6D5_HUMAN
PF3D7_1251600,chr12,15254.421,31554.663,28198.231,22201.08575,65489.068,51067.289,37438.597,28346.28,30495.3,25553.45,17189.96,7659.863,11364.878,12041.527,769.2408,0.2,-2.79,780,0,
PF3D7_1251700,chr12,36296.263,48116.296,42124.546,7548.17635,6663.631,13035.907,19732.193,15486.958,14555.091,12991.484,9882.876,20748.091,11482.247,8559.298,24712.5392,0.145,-2.834,261,840.7717352,sp|Q9UGM6|SYWM_HUMAN
PF3D7_1251800,chr12,76443.009,69601.153,57926.368,18045.20475,23431.061,28720.984,27159.326,33489.83,43292.017,32652.511,24206.892,12460.725,10237.711,9961.816,26995.765,0.282,-2.697,456,0,
PF3D7_1252100,chr12,0,1369.205,2043.038,61053.8274,7206.553,1236.63,541.525,34538.19,94880.761,142115.342,130875.6,1419.484,1997.105,994.512,7699.1433,0.175,-3.267,1424,0,
PF3D7_1252200,chr12,,,,138781.1998,23014.287,11278.24,4413.876,5641.229,20181.428,26062.893,52429.481,64969.843,69449.338,55222.278,153914.8599,0.131,-3.146,40,0,
PF3D7_1252300,chr12,0,12482.051,51121.164,121180.8375,259714.324,543779.598,181131.894,77080.501,45778.493,40167.01,40344.732,1661.741,1201.17,5474.4,43159.7987,1,-1.546,7,0,
PF3D7_1252400,chr12,0,148.725,52.879,,,,,,,,,,,,,1,-1.14,,0,
PF3D7_1252500,chr12,,,,7733.24935,5979.638,2000.781,1056.163,3160.252,1932.394,4629.691,6122.557,7307.665,2601.683,1021.345,1619.1112,0.975,-2.692,209,0,
PF3D7_1252600,chr12,134629.407,28725.032,58007.747,59184.22855,54574.682,14899.231,6742.147,7886.786,9346.448,10860.343,26674.092,7262.313,4242.211,9416.597,14367.5792,0.124,-3.203,57,0,
PF3D7_1252700,chr12,41652.668,200365.772,169730.667,25974.05185,29432.676,33843.645,75152.578,97515.047,63026.132,45369.459,39469.617,36343.031,35123.547,19531.158,39282.503,1,-0.617,144,0,
PF3D7_1252800,chr12,0,403.052,4873.994,80727.45995,31239.969,50073.617,47532.948,45247.377,43011.21,31332.852,58743.764,1191.176,837.332,3302.703,911.8431,0.121,-2.946,236,0,
PF3D7_1252900,chr12,,,,31738.11915,140202.635,11030.768,5346.832,5067.357,2853.357,4517.763,29904.73,0,0,88.618,0,1,-0.325,70,0,
PF3D7_1253000,chr12,0,17.904,0,139431.0547,1286915.133,205363.15,150284.087,191073.201,78119.934,93787.736,120175.078,15215.846,7436.431,2628.922,4135.1749,0.996,0.903,,511.7298507,tr|C9J1G2|C9J1G2_HUMAN
PF3D7_1253100,chr12,0,14901.498,11269.519,32829.91365,104274.793,83891.427,29878.035,22212.075,34802.373,30581.419,36253.401,4498.532,3456.325,2451.876,0,1,0.505,,0,
PF3D7_1253200,chr12,,,,9864.47435,162245.889,54481.543,20876.862,16939.896,7597.436,5551.169,9263.62,0,2467.811,0,5598.6849,0.923,-0.281,,0,
PF3D7_1253300,chr12,607.048,9272.301,3014.041,,,,,,,,,,,,,0.12,-3.249,,0,
PF3D7_1253400,chr12,,,,2122.89925,507.051,356.306,5336.736,16270.626,11698.713,6748.862,5930.684,2694.104,80.368,65.053,28615.2382,1,-2.772,,1519.607108,tr|A0A494BZW8|A0A494BZW8_HUMAN
PF3D7_1253500,chr12,,,,15096.5864,340.25,136.72,1862.788,13114.077,30641.838,19663.476,25123.677,0,0,0,0,0.247,-3.422,,0,
PF3D7_1253700,chr12,,,,201.38285,97.743,1861.916,1587.768,78.575,51.395,184.014,506.249,0,0,0,0,0.786,-2.349,,0,
PF3D7_1253800,chr12,,,,0,285.359,49.108,0,0,0,0,101.559,0,0,0,0,0.121,-3.349,,0,
PF3D7_1254000,chr12,,,,617.80535,331.579,161.012,292.349,25.928,91.691,330.12,217.148,0,779.48,0,0,1,-1.685,,0,
PF3D7_1254100,chr12,,,,900.30615,51.638,3066.006,11583.934,712.88,767.527,318.329,852.016,0,937.738,194.501,0,0.996,-1.922,,0,
PF3D7_1254200,chr12,0,0,411.186,3221.616,515.366,24756.69,32975.506,1183.116,5188.143,2968.106,3854.361,0,0,149.849,0,0.17,-2.729,,0,
PF3D7_1254300,chr12,455.136,741.003,437.407,52.698,0,1258.009,3147.893,125.489,34.418,171.783,0,0,0,0,0,0.179,-2.634,,0,
PF3D7_1254400,chr12,,,,246.75035,469.567,711.022,333.107,22.908,219.535,150.717,46.303,132.675,776.933,710.826,0,0.804,-2.353,,0,
PF3D7_1254500,chr12,,,,227.77635,409.029,809.222,990.205,0,0,149.673,118.072,0,0,0,0,0.858,-2.09,,0,
PF3D7_1254600,chr12,,,,253.018,23.25,1374.092,2930.484,69.345,96.244,220.219,193.493,0,0,0,0,0.997,-1.505,,0,
PF3D7_1254700,chr12,,,,1340.6609,0,3449.466,3814.743,135.287,563.108,1001.2,551.209,0,0,0,0,0.999,-1.096,,0,
PF3D7_1254800,chr12,0,0,0,593.89025,595.807,3002.189,1929.016,133.102,174.323,545.837,303.029,0,837.87,0,0,1,-1.505,,0,
PF3D7_1254900,chr12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,,0,
PF3D7_1255000,chr12,,,,215.0229,430.874,212.098,53.398,0,117.914,209.132,149.278,0,778.826,144.078,30453.4174,1,0,,0,
PF3D7_1255100,chr12,0,0,140.708,1664.18415,972.835,1124.613,1196.979,191.905,660.754,1328.022,1640.891,6259.183,1538.294,159.533,11027.4844,0.453,-2.58,,0,
PF3D7_1255200,,2752.117,0,125.961,9493.8305,1227.108,464.265,752.149,1212.509,1752.446,4181.142,6192.884,1539.565,2125.401,632.684,0,,,,0,
PF3D7_1300100,chr13,0,189.919,199.763,0,0,0,0,4.16,4.223,3.53,11.598,5797.132,2477.062,1137.178,81.5045,1,-2.096,,0,
PF3D7_1300200,chr13,0,0,3256.977,0,0,0,0,0,27.27,0,27.89,4571.357,1378.109,420.092,0,0.443,-2.547,,0,
PF3D7_1300300,chr13,0,0,14.913,3.59075,0,2.507,2.488,0,0,5.201,0,32.858,76.821,219.865,2916.9125,1,-1.824,,0,
PF3D7_1300400,chr13,,,,0,0,0,0,0,0,0,0,156.343,0,0,0,0.831,-2.199,,0,
PF3D7_1300500,chr13,,,,0,0,0,0,0,0,0,0,796.273,864.043,161.135,29364.3998,0.547,-2.619,,0,
PF3D7_1300600,chr13,0,685.62,0,0,0,0,0,0,0,0,0,397047.779,446492.013,879092.345,132472.3657,1,-1.796,,0,
PF3D7_1300700,chr13,0,0,0,0,0,0,0,0,0,0,0,0,0,4378.643,0,0.758,-2.21,,0,
PF3D7_1300900,chr13,0,18851.547,8329.852,0,0,0,0,0,0,0,0,0,899.574,0,0,0.64,-2.228,,0,
PF3D7_1301200,chr13,,,,15.8636,0,0,0,16.343,0,0,0,2530.567,15615.873,7871.062,48658.3652,0.169,-2.687,,1856.794695,sp|Q6ZQX7|LIAT1_HUMAN
PF3D7_1301400,chr13,3054.438,455.271,63.368,0,12.302,21.172,0,10.052,12.241,12.915,13.896,703.731,687.44,575.328,472.4779,1,-2.232,110,0,
PF3D7_1301500,chr13,0,181.85,8059.813,0,12.585,0,0,0,0,0,0,3484.098,5262.457,1133.185,2978.867,1,-1.323,105,0,
PF3D7_1301600,chr13,393.418,1471.207,1774.997,0,0,0,0,4.402,5.361,4.481,0,17155.204,3947.213,754.179,18828.905,1,-1.952,368,0,
PF3D7_1301700,chr13,0,176.761,5004.17,0,0,0,0,0,0,11.351,19.375,144.033,1613.469,1433.169,8304.8441,0.957,-2.1,39,0,
PF3D7_1301900,chr13,0,0,203.339,0,0,25.17,0,0,0,0,0,19531.833,6491.932,6208.467,46198.3014,0.134,0,38,0,
PF3D7_1302000,chr13,,,,31.87125,18.853,49.102,30.917,0,0,19.487,75.468,2308.727,3275.652,2292.601,199.8705,0.131,-3.067,68,0,
PF3D7_1302050,chr13,,,,15955.5056,250412.062,59916.442,2174.748,902.161,869.899,985.716,10415.205,0,31748.666,9690.055,73440.2644,,,44,0,
PF3D7_1302100,chr13,2308.856,3599.328,4515.448,151352.3363,70427.747,34231.747,37268.68,131847.959,99976.706,109575.128,126663.266,514368.275,349832.842,293916.589,161790.27,0.519,-2.386,36,0,
PF3D7_1302200,chr13,860.883,4892.94,4204.15,7534.9329,961.405,208.592,98.152,767.805,2347.328,3522.074,7272.38,14237.958,24502.464,43271.433,10187.2236,1,-1.583,59,0,
PF3D7_1302300,chr13,13650.763,7638.756,8157.502,20377.77195,14485.683,21762.781,40425.818,46890.736,14503.182,11754.305,19945.196,22843.705,30636.111,37678.588,23954.181,0.136,-3.007,43,0,
PF3D7_1302400,chr13,0,298.488,517.195,4706.804,2612.193,469.993,1215.027,2260.003,2961.848,2065.564,3268.662,193906.401,208845.127,439807.271,216547.7482,0.344,-2.742,48,0,
PF3D7_1302500,chr13,5111.551,7475.542,12787.326,10578.40145,13991.066,9659.77,18793.845,31568.758,31464.283,19140.243,15422.543,54981.497,41379.375,14223.428,39798.4189,1,-0.829,1249,309.8820999,sp|Q92900|RENT1_HUMAN
PF3D7_1302600,chr13,36346.946,20497.271,32802.542,31758.39545,87562.288,101570.112,87076.248,53817.852,29851.458,21468.147,26122.09,33997.105,36619.762,48948.63,185480.2483,0.133,-3.131,245,1654.493431,sp|Q9BU89|DOHH_HUMAN
PF3D7_1302700,chr13,39845.258,30457.655,15312.561,23556.0055,57213.157,55166.495,46307.835,23965.32,22076.856,20047.387,16286.741,13275.17,15021.331,16161.084,25655.1371,0.155,-2.867,1089,721.5833333,sp|Q8IY37|DHX37_HUMAN
PF3D7_1302800,chr13,150497.904,122551.443,159887.029,78277.03205,494188.201,697328.2,571347.17,313071.335,133604.695,93645.719,69943.25,12695.945,21637.607,27888.433,9227.2432,0.134,-2.999,19,4278.330928,sp|P62081|RS7_HUMAN
PF3D7_1302900,chr13,41790.36,40253.137,35193.209,2554.10425,2451.504,7168.818,20690.065,10963.814,7262.891,3781.8,4007.741,12117.421,18584.699,11870.093,28418.1705,0.122,-3.05,814,0,
PF3D7_1303000,chr13,210829.424,177932.346,173811.706,15152.6392,4301.155,22407.913,75213.177,106654.648,68311.401,40039.228,31973.784,68713.065,48462.366,94298.72,2486.3338,0.677,-2.209,41,0,
PF3D7_1303100,chr13,402822.831,371660.486,470043.645,16429.74425,5410.643,22974.65,76680.652,94309.354,72814.037,39261.228,33341.569,45623.958,68273.564,89927.989,41724.6822,0.135,-3.004,194,2837.827027,sp|Q9Y5N5|N6MT1_HUMAN
PF3D7_1303200,chr13,9517.326,24869.597,35971.9,6141.01385,1048.001,2742.123,11499.707,26934.985,21140.252,19086.235,13123.83,8288.248,12177.677,10143.511,33188.3826,0.155,-2.914,22,2355.725962,sp|P51809|VAMP7_HUMAN
PF3D7_1303300,chr13,28866.184,27937.862,30876.169,3678.5353,7413.331,13879.199,13759.604,9188.259,8137.316,6744.121,6024.839,16416.929,18770.952,10016.675,3614.4773,1,-2.426,206,0,
PF3D7_1303400,chr13,68144.983,43263.381,49377.742,89238.18345,103185.152,95474.848,81113.617,68447.949,58943.971,72189.179,61686.568,54642.254,55692.564,43549.022,81120.6091,0.997,-2.757,677,273.969863,tr|C9JTW8|C9JTW8_HUMAN
PF3D7_1303500,chr13,4349.469,20349.575,17546.544,91140.0564,56364.159,27387.528,16531.948,37631.205,93076.795,106773.527,115856.067,37023.218,27029.13,20538.429,43727.948,1,0.031,1148,515.62375,sp|Q9Y2E8|SL9A8_HUMAN
PF3D7_1303600,chr13,3321.328,14208.323,10149.047,12955.28995,11238.429,12002.388,10312.843,15771.901,21337.157,19924.524,29021.045,7376.889,6172.074,4642.052,5010.4173,0.31,-3.311,38,0,
PF3D7_1303700,chr13,0,6060.051,7613.177,9229.525,1364.807,568.81,1340.933,11843.3,22990.542,23991.995,15463.208,14117.821,17119.551,5377.87,46317.705,0.13,-3.15,968,0,
PF3D7_1303800,chr13,2330.552,3900.227,11998.042,3879.47995,616.697,1314.798,13601.695,23234.684,18304.993,12077.394,7036.363,9997.104,10875.338,7468.248,13877.2709,1,-2.354,253,43.14453673,tr|F2Z2U4|F2Z2U4_HUMAN
PF3D7_1303900,chr13,0,2673.92,1126.746,5060.46995,415.653,98.057,1635.751,4548.738,5672.361,6296.552,6873.354,41936.553,173024.775,62728.236,636421.7637,0.146,0,41,0,
PF3D7_1304000,chr13,7868.973,16827.113,18017.732,37282.953,2981.914,1614.851,21899.112,59194.578,72840.146,64861.232,53511.47,69315.75,88976.416,51826.802,222992.2932,0.134,-2.889,483,224.6085938,sp|Q15003|CND2_HUMAN
PF3D7_1304100,chr13,20168.413,22211.101,17857.16,14526.91785,1501.477,2125.839,10318.422,20485.699,24206.607,22874.871,22360.729,30022.296,31416.372,8741.5,71574.267,0.152,-3.267,254,2236.845833,tr|F5GZ28|F5GZ28_HUMAN
PF3D7_1304200,chr13,1981.4,5548.125,6103.404,15522.8982,1595.529,4629.142,2931.128,3726.109,9521.506,12555.821,24643.59,10004.259,12063.867,15750.325,19438.8094,0.243,-3.37,48,0,
PF3D7_1304300,chr13,4322.207,2635.541,8069.683,8120.4362,6082.25,9471.835,10811.106,11513.889,9223.936,7423.395,9794.593,54759.532,87872.929,47200.213,243925.7242,0.146,-3.193,99,0,
PF3D7_1304400,chr13,26235.747,31285.378,51624.352,12923.10405,16065.634,23751.778,23905.57,39209.432,39332.897,31457.408,18684.32,21705.511,13249.083,30891.793,17956.8553,0.858,-2.405,354,0,
PF3D7_1304500,chr13,1019019.053,1176056.948,1010311.373,32550.33475,5707.478,47278.302,193813.359,210684.362,124374.907,96212.468,54078.099,63928.689,48479.117,54722.722,873.6576,1,-2.102,69,0,
PF3D7_1304600,chr13,13404.479,77566.427,73615.647,1268.83545,351.559,2841.693,8116.817,9377.161,7192.498,5209.654,2885.936,4378.889,8604.288,4077.744,544.5616,0.124,-3.086,1042,0,
PF3D7_1304700,chr13,2630.886,5965.195,6399.883,12448.0217,7490.358,6819.662,13303.299,17849.884,14480.227,12756.746,12070.202,14493.955,14215.048,23765.4,345.9165,0.125,-3.251,138,3357.630657,sp|Q96S94|CCNL2_HUMAN
PF3D7_1304800,,710742.972,516243.909,446611.425,,,,,,,,,,,,,,,,0,
PF3D7_1304900,chr13,52161.7,58930.741,48238.996,9326.4687,28097.009,34840.087,41986.52,32476.67,25610.961,17549.881,13778.118,11999.287,13633.888,12560.759,0,0.301,0,25,3253.97619,sp|P52435|RPB11_HUMAN
PF3D7_1305000,chr13,26284.014,58999.029,70065.048,12893.40095,4216.448,6276.117,31185.812,41044.367,32324.81,33831.63,20638.182,23880.4,19614.406,16068.65,25411.0091,0.247,-2.625,789,0,
PF3D7_1305100,chr13,8883.83,26422.371,41912.883,15731.03785,1870.381,2716.642,19955.569,47580.823,56292.793,35472.86,28485.202,35008.078,39417.942,23317.06,1592.8246,0.191,-3.184,165,0,
PF3D7_1305200,chr13,27209.859,59993.336,63378.249,5741.29715,1335.645,1735.034,18424.293,21727.024,22763.882,18747.694,9942.296,11262.268,28586.727,19986.4,40012.4742,1,0.672,129,0,
PF3D7_1305300,chr13,25789.425,20832.713,28763.103,4378.45075,29111.044,29674.148,27879.566,21686.874,13169.378,9551.214,6247.632,19743.067,20467.743,13731.093,34555.3495,1,-2.752,1830,226.946383,sp|Q92616|GCN1_HUMAN
PF3D7_1305400,chr13,17697.771,45975.032,72432.828,6592.3191,28188.617,34358.55,35281.692,30823.744,22991.549,15677.809,8878.664,30521.274,45482.511,37412.791,52014.2532,0.849,-2.194,473,1018.040722,tr|A2A2Q9|A2A2Q9_HUMAN
PF3D7_1305500,chr13,51196.847,38585.11,43578.766,703.7168,1573.645,4272.768,5424.334,3152.798,2366.508,1804.035,1188.325,7978.834,15272.308,11048.583,0,1,-0.153,397,0,
PF3D7_1305600,chr13,33745.119,113012.985,164634.211,9686.6131,1937.115,1694.011,18499.932,50841.826,41782.711,23646.999,23418.24,23523.799,13591.813,42036.543,961.3473,0.243,-2.554,57,0,
PF3D7_1305700,chr13,33358.959,21189.37,15086.633,6772.4909,812.654,3526.314,16587.217,16020.793,20472.104,18081.634,11217.584,192812.473,115420.14,188129.465,14356.1195,0.136,-2.717,87,0,
PF3D7_1305800,chr13,15356.349,55217.658,38872.982,610.98275,30.466,28.68,598.264,970.711,1071.275,528.207,1461.681,5205.584,5493.872,6031.419,0,0.998,-2.754,154,0,
PF3D7_1305900,chr13,259995.782,70483.864,62172.361,16394.37025,4515.323,35464.557,61453.96,44414.636,31513.299,29074.832,28891.332,48812.009,49765.694,42633.596,30333.5001,1,1.889,251,0,
PF3D7_1306000,chr13,1306.936,6197.775,7318.353,5592.3174,440.568,48.487,197.301,4193.609,9280.004,12194.381,9856.83,1079.45,3002.301,1792.914,528.7375,0.999,-2.89,1478,0,
PF3D7_1306100,chr13,646144.313,224887.372,349404.508,11777.12665,1630.762,1910.984,15255.086,34011.536,33838.924,27205.81,20522.703,260.33,4091.493,3340.725,0,0.12,-2.824,72,0,
PF3D7_1306200,chr13,34201.37,91702.459,162509.631,10463.40655,1774.802,1014.049,18718.914,59507.926,52129.621,33119.242,22753.568,4217.138,4413.977,9977.633,0,0.148,-3.248,171,0,
PF3D7_1306300,chr13,58446.036,49721.915,41502.178,2395.2399,370.871,1568.5,13516.64,13882.227,9917.091,6997.511,4540.176,7081.982,3195.507,3885.774,0,1,-1.192,487,0,
PF3D7_1306400,chr13,222812.308,223935.503,189445.18,140446.8085,70648.878,128146.428,202433.102,329973.26,397894.344,330092.021,216091.953,129371.629,86979.334,51226.497,89938.9598,0.136,-2.646,27,6819.377863,sp|P62333|PRS10_HUMAN
PF3D7_1306500,chr13,5107.952,1981.079,1420.213,1099.85265,148.395,177.143,432.802,1213.179,2713.784,1875.81,2140.461,22445.435,18883.238,9667.732,27219.8376,1,-0.051,3405,90.42555066,tr|H0YFY2|H0YFY2_HUMAN
PF3D7_1306600,chr13,41142.657,43807.134,58041.829,12739.4762,21102.784,38483.591,39038.772,40038.156,33526.704,31588.771,18411.915,26818.119,10295.206,9525.669,1049.4499,0.254,-2.63,69,2263.7,sp|Q9UI12|VATH_HUMAN
PF3D7_1306700,chr13,22081.067,18472.639,18303.732,5220.9774,862.197,864.87,11159.888,22289.98,19163.555,13298.172,9540.071,13412.787,25421.454,4855.75,49726.6761,0.5,-2.241,236,1559.913649,tr|A0A804HIS4|A0A804HIS4_HUMAN
PF3D7_1306800,chr13,5353.318,9089.459,13354.42,22296.29665,19945.516,28745.536,24595.035,27602.079,35130.419,28611.523,30679.103,35371.369,46719.399,41265.011,7678.5772,0.999,-0.471,204,1324.986,tr|D6REL4|D6REL4_HUMAN
PF3D7_1306900,chr13,18629.232,44114.455,47263.506,22655.8547,42376.554,51551.487,46136.01,44037.375,32366.76,24466.352,26623.762,46464.03,28560.831,39045.807,7076.1157,0.192,-2.789,205,1848.570156,sp|P09012|SNRPA_HUMAN
PF3D7_1307000,chr13,49932.325,44410.719,37147.615,27160.33015,55067.1,57964.13,56744.217,64100.387,61085.216,50471.76,33703.564,152980.072,103401.53,155505.938,110604.7335,0.957,-2.896,94,2000.01551,sp|Q9NQT5|EXOS3_HUMAN
PF3D7_1307100,chr13,12751.189,55052.226,50693.775,15986.31995,38798.718,39493.776,27501.933,19381.751,17760.996,22717.871,21126.664,8119.692,4816.466,6517.484,144.5313,0.122,-2.886,471,316.5182987,sp|Q9NYH9|UTP6_HUMAN
PF3D7_1307200,chr13,425293.532,369974.286,522660.454,17987.95255,30676.539,38881.039,46889.539,61705.704,66934.914,47299.429,26220.044,17412.855,21197.069,28022.16,37073.912,0.119,-3.091,179,1925.457764,sp|O75937|DNJC8_HUMAN
PF3D7_1307300,chr13,35989.41,59035.156,42440.133,7630.39145,15303.488,20720.408,28646.333,20815.398,18663.124,18610.329,10395.474,32794.523,43449.836,31008.347,120681.1859,0.25,-3.316,186,1936.515873,sp|Q9NVP1|DDX18_HUMAN
PF3D7_1307400,chr13,3261.106,1453.802,1127.232,2328.75305,879.029,1140.466,791.193,610.868,2544.837,2046.986,2387.082,46619.721,32987.932,15541.565,401766.4033,0.835,-2.19,208,0,
PF3D7_1307500,chr13,0,1286.605,2552.489,152927.3572,11927.656,2087.898,2079.716,4585.982,29783.998,56549.151,144180.352,7623.543,12589.012,4768.85,0,0.262,-3.505,34,0,
PF3D7_1307600,chr13,66824.29,61955.276,59604.36,27247.3206,4784.04,10337.178,20358.04,36909.416,48026.966,34657.845,37294.693,44177.663,36694.55,32924.475,28733.8841,0.769,-2.584,164,0,
PF3D7_1307700,chr13,15382.594,16506.91,18777.679,140824.5484,57812.423,76783.593,65846.536,84177.614,70603.583,110976.189,135044.528,46355.391,38328.141,28184.866,9579.2916,1,-1.044,995,0,
PF3D7_1307800,chr13,79975.015,115404.324,130666.751,61039.4775,135990.919,183941.264,259908.897,194661.21,150514.525,125824.597,82331.66,11907.634,13191.509,6902.403,1996.7257,0.839,-2.317,359,1176.478075,sp|Q8TAD8|SNIP1_HUMAN
PF3D7_1307900,chr13,112.093,1226.69,3794.139,46002.7788,5439.305,940.135,1313.25,31384.691,55610.51,73856.804,100361.598,3659.088,4768.338,1534.614,0,0.123,-3.039,360,0,
PF3D7_1308000,chr13,237.431,5649.448,12149.741,271761.9113,18216.821,4905.124,17702.71,103490.884,267068.85,325302.408,397473.461,21619.318,38402.273,16000.452,88971.7489,0.166,-2.924,371,0,
PF3D7_1308100,chr13,107353.981,52191.778,63702.931,62523.45965,12511.836,22988.142,140187.812,163660.242,141882.31,109080.374,91394.767,32309.76,23593.77,18104.06,3037.6965,0.622,-2.452,46,0,
PF3D7_1308200,chr13,72992.124,40136.876,38060.676,144480.6011,611500.49,724523.176,638539.126,280071.821,133754.409,102352.299,92821.037,14727.505,11519.007,9142.347,22714.0044,0.119,-2.989,1084,1587.363158,sp|P31327|CPSM_HUMAN
PF3D7_1308300,chr13,33657.298,29821.268,32538.682,184544.4596,926381.979,1271944.23,1002351.732,602832.703,242378.428,186444.55,161307.957,195651.054,155731.124,148026.381,28809.8996,0.12,0,6,6829.242683,sp|P42677|RS27_HUMAN
PF3D7_1308400,chr13,26076.145,20162.912,29469.965,13627.6762,14971.374,24632.646,34206.083,41639.777,38261.69,36932.959,29097.415,7091.93,6467.54,5312.457,10932.8153,0.12,-3.011,2170,0,
PF3D7_1308500,chr13,127950.849,140469.984,135672.268,58808.1507,6006.838,25825.982,107883.394,106308.25,84676.681,65832.705,68176.455,27684.163,37671.685,21793.33,19552.425,1,-0.931,169,0,
PF3D7_1308600,chr13,47638.514,15140.147,16287.389,1879.33795,415.407,2406.754,12892.504,9326.2,7248.56,3692.926,4512.617,6437.41,6660.313,3610.201,0,0.238,-2.756,1530,0,
PF3D7_1308700,chr13,21405.815,24491.146,28764.827,208042.0318,14046.256,25594.985,149237.947,255004.495,352550.689,370874.578,237048.155,153525.564,158354.575,162955.476,149845.4141,0.31,-2.75,294,971.9868204,tr|E9PGC8|E9PGC8_HUMAN
PF3D7_1308800,chr13,21592.115,29899.496,33697.695,196345.0484,16257.039,15284.979,81399.735,240547.467,294118.353,254489.098,199000.92,66126.172,52890.128,58273.427,29862.6748,0.21,-2.757,222,0,
