Chr,Gene,Ring,ET,LT,Schizont,GII,GV,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr14,PF3D7_1407700,44.7923,1.1615,7.1059,3.622,5.3842,9.927,0.284,-2.8,144,13
chr14,PF3D7_1407800,486.8644,627.8817,352.6454,57.2469,110.0898,28.1348,1,-0.823,142,10
chr14,PF3D7_1407900,468.6752,223.5595,136.4522,11.7277,15.7119,10.7143,0.594,-2.401,203,9
chr14,PF3D7_1408000,71.4918,577.1818,358.3156,38.6394,69.1646,14.6231,0.249,-2.666,170,13
chr14,PF3D7_1408100,519.4985,763.3096,370.3666,61.6657,77.0389,20.5503,1,-0.66,157,3
chr14,PF3D7_1408200,460.368,445.1924,81.6754,20.8466,20.4956,52.7996,1,-0.866,1184,22
chr14,PF3D7_1408300,15.3723,4.7834,1.829,0,7.3913,5.7491,0.989,-1.781,131,6
chr14,PF3D7_1408400,28.0198,92.3964,70.2166,32.4821,8.147,31.1179,0.12,-2.996,303,9
chr14,PF3D7_1408500,58.4168,83.3128,17.7899,6.7481,61.86,127.1533,0.186,-3.339,122,7
chr14,PF3D7_1408600,1678.2346,3354.9752,1435.5411,538.5588,921.8546,318.0874,1,-2.487,29,3
chr14,PF3D7_1408700,102.266,67.2683,95.8241,41.8824,28.0249,120.4767,0.999,-2.985,4142,33
chr14,PF3D7_1408800,14.3419,2.5747,0.3282,0,20.3339,69.2243,0.981,-2.954,118,6
chr14,PF3D7_1408900,45.1934,59.2641,19.9722,6.2647,19.6603,18.2433,1,-0.542,56,4
chr14,PF3D7_1409000,67.4067,59.6972,27.9675,5.8699,57.3413,70.2416,0.732,-2.933,330,12
chr14,PF3D7_1409100,27.9568,31.9825,77.2881,34.1945,27.4867,65.3106,0.15,-2.791,659,22
chr14,PF3D7_1409200,2.3829,2.2244,14.1758,18.4976,40.4824,53.6683,0.962,0.319,127,7
chr14,PF3D7_1409200,0,0,0,0,0,0,0.962,0.319,127,7
chr14,PF3D7_1409300,14.3774,9.0336,150.9965,140.8512,54.0626,113.055,0.13,-2.861,91,6
chr14,PF3D7_1409400,4.5379,3.5301,257.9373,386.2922,467.1284,988.283,0.132,-3,16,2
chr14,PF3D7_1409500,7.8485,1.9625,8.1709,8.1597,8.7604,21.3155,1,-2.508,1449,38
chr14,PF3D7_1409600,42.824,112.0301,156.555,53.6178,14.3912,32.1463,0.961,-2.714,690,43
chr14,PF3D7_1409700,16.1382,18.5898,24.5555,3.0114,19.3988,34.3044,0.122,-3.094,587,19
chr14,PF3D7_1409800,16.599,170.9807,125.3076,17.3563,131.1832,89.9066,1,0.966,128,5
chr14,PF3D7_1409900,66.2435,194.0552,239.6198,74.1676,96.8894,157.0774,0.185,-2.912,239,12
chr14,PF3D7_1410000,46.9208,61.1501,44.5889,7.3911,195.816,552.7712,0.275,-3.422,108,3
chr14,PF3D7_1410100,9.2799,2.4063,7.8867,3.216,54.535,113.1157,0.168,-2.717,103,5
chr14,PF3D7_1410200,212.1427,341.3591,53.4916,10.9366,11.2399,13.6343,0.143,-2.778,240,12
chr14,PF3D7_1410300,67.1879,26.1924,58.7346,17.5156,25.3982,55.8074,1,-2.289,760,16
chr14,PF3D7_1410400,28.4995,6.2421,1456.4372,5840.2697,11.9736,9.3133,1,-2.245,744,68
chr14,PF3D7_1410500,29.0385,9.6812,64.6583,26.1646,196.1361,60.6787,0.172,-3.142,58,1
chr14,PF3D7_1410600,1556.0803,1014.7237,1129.6886,464.8176,220.775,80.5468,0.125,-2.97,20,2
chr14,PF3D7_1410700,12.0218,2.1581,171.6439,60.5696,28.1605,58.6022,0.79,-2.765,83,5
chr14,PF3D7_1410800,6.7877,3.7272,90.0237,342.8767,200.937,137.5443,0.128,-3.272,24,1
chr14,PF3D7_1410900,61.0823,61.8181,84.8476,53.9477,9.9799,31.7896,0.585,-2.379,361,17
chr14,PF3D7_1411000,0.2954,0,0.2636,0,0.1184,0.491,1,-2.493,946,26
chr14,PF3D7_1411000,0,0,0,0,0,0,1,-2.493,946,26
chr14,PF3D7_1411100,28.6824,8.3165,46.6912,25.3015,75.8504,128.7227,0.139,-2.986,39,2
chr14,PF3D7_1411200,241.2477,253.8963,122.896,88.0991,33.8275,66.4407,0.131,-3.135,212,7
chr14,PF3D7_1411300,29.5653,29.7781,59.0603,26.4235,8.9782,16.5533,0.229,-3.297,391,13
chr14,PF3D7_1411400,18.9553,13.3826,70.2181,13.9107,7.5312,18.7322,0.121,-2.938,793,21
chr14,PF3D7_1411500,88.7385,62.0816,31.1785,3.6118,8.8293,43.5567,0.185,-3.334,664,16
chr14,PF3D7_1411600,23.3847,22.8449,52.4112,17.1502,16.5606,18.5308,0.204,-2.741,318,9
chr14,PF3D7_1411700,36.4272,20.3447,42.5079,13.5949,6.7365,16.4956,0.981,-2.555,519,15
chr14,PF3D7_1411800,49.3495,31.9348,22.3434,5.2971,15.3988,56.0763,0.153,-3.308,224,10
chr14,PF3D7_1411900,162.4512,77.6825,27.5716,6.9544,36.3745,55.7914,0.998,0.58,105,7
chr14,PF3D7_1412000,11.5451,2.2453,32.6241,56.0134,5.0885,2.8785,0.907,-2.677,83,6
chr14,PF3D7_1412100,23.5515,32.8776,101.5309,93.1337,9.0488,19.9756,0.125,-3.083,377,7
chr14,PF3D7_1412200,38.3405,20.0807,20.3248,10.1296,9.1261,31.2333,1,-1.103,503,8
chr14,PF3D7_1412300,146.0039,198.3703,383.4568,96.2986,510.6031,598.3222,0.143,-3.281,4,1
chr14,PF3D7_1412400,59.5772,48.7406,69.8811,21.6788,30.5555,103.9378,1,-2.917,681,14
chr14,PF3D7_1412500,246.8043,428.6967,130.5108,9.1128,111.3827,243.5166,0.79,-2.191,9,2
chr14,PF3D7_1412600,142.236,177.8266,60.1047,10.9537,96.3424,28.3799,0.122,-3.001,168,4
chr14,PF3D7_1412700,118.6914,77.6197,47.3319,12.6561,13.0652,38.6623,0.121,-3.052,1437,33
chr14,PF3D7_1412800,189.9348,41.0986,150.9785,65.2602,28.5712,55.3561,0.125,-3.019,49,1
chr14,PF3D7_1412900,51.2688,12.1616,53.7511,18.4046,102.4359,80.6321,0.964,-2.185,70,3
chr14,PF3D7_1412900,0,0,0,0,0,0,0.964,-2.185,70,3
chr14,PF3D7_1413000,33.1717,0.6144,2.3493,1.9159,4.4304,23.6302,0.385,-2.562,263,10
chr14,PF3D7_1413100,9.0384,0.8272,6.0095,2.5795,11.9297,74.2331,1,0.576,451,17
chr14,PF3D7_1413200,8.3923,1.0881,22.1892,0,48.1975,190.448,0.997,-1.937,107,3
chr14,PF3D7_1413300,0,1.0538,3.2235,0,211.6819,711.5151,0.423,0.678,28,1
chr14,PF3D7_1413400,23.2827,15.7998,143.5193,56.4802,19.8488,69.7833,0.189,-2.662,320,11
chr14,PF3D7_1413500,21.7184,5.3099,56.1113,43.6538,7.459,16.5028,0.139,-2.886,98,3
chr14,PF3D7_1413600,18.3746,3.5735,12.1023,1.5919,18.9318,28.3602,1,-0.634,354,16
chr14,PF3D7_1413700,26.6882,14.205,68.4169,70.7045,40.3819,12.6953,0.229,-2.746,921,28
chr14,PF3D7_1413800,45.4523,47.1441,11.6223,0.9672,10.2242,20.7099,0.739,-2.403,114,4
chr14,PF3D7_1413900,64.1295,109.9429,129.5184,42.6079,49.7543,162.4377,0.94,-2.235,36,2
chr14,PF3D7_1414000,41.0564,47.3663,157.9318,70.0552,86.7138,140.2449,0.204,-3.472,64,2
chr14,PF3D7_1414100,151.9474,76.5703,47.5692,15.7826,48.4369,39.245,0.203,-2.875,505,23
chr14,PF3D7_1414200,165.88,148.613,143.7597,110.7131,42.4344,101.5112,0.558,-2.419,422,32
chr14,PF3D7_1414300,500.3833,2854.3663,1534.859,638.7818,864.5618,268.5299,0.861,0,11,2
chr14,PF3D7_1414400,42.6178,118.0758,813.8454,778.5621,305.7941,381.9812,0.145,-2.53,2,1
chr14,PF3D7_1414500,138.5198,57.8124,105.0609,109.6624,39.1159,119.9462,0.192,-2.721,980,18
chr14,PF3D7_1414600,160.5492,45.157,75.9112,27.9097,73.7584,214.4883,0.211,-2.744,201,11
chr14,PF3D7_1414700,86.7671,82.0653,20.1768,3.5333,15.8406,101.7683,1,-1.594,1040,30
chr14,PF3D7_1414800,95.9701,146.6628,177.6974,39.9494,74.6315,27.3731,0.122,-3.272,75,1
chr14,PF3D7_1414900,26.8616,35.2318,19.1389,4.5462,6.2575,35.8228,0.129,-2.93,773,16
chr14,PF3D7_1415000,16.3923,8.2512,108.991,30.4087,42.4994,84.9461,0.13,-3.285,69,4
chr14,PF3D7_1415100,13.0845,1.7962,9.1576,18.6711,16.9617,74.2014,1,-2.001,228,13
chr14,PF3D7_1415200,74.892,56.2507,14.9792,3.1324,153.6606,42.3888,0.132,0,24,1
chr14,PF3D7_1415300,23.1861,39.3804,147.5901,123.7409,76.7992,133.7635,0.89,-2.977,46,3
chr14,PF3D7_1415400,46.2818,216.9277,198.2851,54.721,45.971,94.8676,1,-2.199,1038,25
chr14,PF3D7_1415500,5.7496,1.6773,19.81,7.5549,10.9427,17.023,1,-2.836,539,19
chr14,PF3D7_1415600,18.3434,59.2188,63.9746,23.9178,22.417,52.4044,0.142,-2.895,1153,20
chr14,PF3D7_1415700,22.6695,16.0881,48.2663,32.8027,110.2739,77.6752,0.129,-2.976,67,2
chr14,PF3D7_1415800,52.3179,66.3242,20.173,2.3503,14.3634,24.9612,0.156,-3.214,86,2
chr14,PF3D7_1415900,72.1797,54.2571,36.1853,19.6738,309.3577,113.5721,0.138,0,27,3
chr14,PF3D7_1416000,7.2772,0,5.5661,0,18.3281,11.664,0.294,-2.58,86,5
chr14,PF3D7_1416100,60.094,18.141,96.9344,65.9994,6.7084,28.0776,0.143,-3.264,356,13
chr14,PF3D7_1416200,22.4603,10.0598,64.514,56.9618,14.1809,36.9087,0.135,-2.929,664,8
chr14,PF3D7_1416300,21.7053,11.3875,76.274,71.0212,110.8348,71.1071,0.12,-3.205,190,6
chr14,PF3D7_1416400,25.2964,2.9,3.3266,0,23.4724,99.1425,0.168,-2.65,254,11
chr14,PF3D7_1416500,93.5666,14.9191,113.0548,74.7195,60.0777,21.2517,1,-0.704,59,3
chr14,PF3D7_1416600,23.0693,2.7674,5.3229,3.3996,10.1937,48.4243,1,-1.037,2691,40
chr14,PF3D7_1416700,8.1179,0.5263,6.0367,0,663.0092,2478.8546,0.363,-2.657,56,6
chr14,PF3D7_1416800,15.9946,25.2039,45.3803,4.9744,24.6489,51.2969,0.12,-2.912,296,10
chr14,PF3D7_1416900,46.6815,166.3953,286.8285,64.2269,2635.365,257.6776,0.554,0,58,4
chr14,PF3D7_1417000,24.3373,2.2719,4.0539,0,17.9428,96.6823,1,-1.778,232,11
chr14,PF3D7_1417100,12.7749,4.0487,19.9848,12.6256,37.9161,41.6818,0.529,0.291,178,4
chr14,PF3D7_1417200,227.5392,287.2396,132.5905,46.3121,45.2444,117.3988,1,-1.061,1929,21
chr14,PF3D7_1417300,13.5338,2.6766,32.4781,51.1939,9.3749,39.4625,0.999,-2.802,734,20
chr14,PF3D7_1417400,,,,,,,1,-1.628,,
chr14,PF3D7_1417500,229.0742,210.1852,128.1236,20.8981,37.3419,31.7301,0.278,-2.691,93,5
chr14,PF3D7_1417600,159.3133,285.9142,113.5649,55.2584,39.9241,77.3224,1,-2.743,1991,26
chr14,PF3D7_1417700,49.0162,75.7689,90.4897,79.7819,61.327,42.7079,1,1.79,66,3
chr14,PF3D7_1417800,28.0065,58.0281,611.1769,232.5624,49.6344,80.0109,0.147,-2.829,54,8
chr14,PF3D7_1417900,10.4632,14.341,74.1022,14.5041,486.3189,228.7831,0.213,-2.402,56,3
chr14,PF3D7_1418000,52.6662,62.4718,173.9886,118.6991,152.6552,60.6885,0.195,-2.557,37,1
chr14,PF3D7_1418100,13.2539,2.7387,2.0328,0.2512,2.3234,2.0223,1,-0.62,2239,49
chr14,PF3D7_1418200,11.5213,22.7513,17.3988,15.0494,14.2042,51.9272,0.185,-3.104,94,2
chr14,PF3D7_1418300,16.5158,32.1198,28.6571,10.0162,112.4986,62.9112,0.176,-3.039,44,3
chr14,PF3D7_1418400,,,,,,,,,1,1
chr14,PF3D7_1418800,,,,,,,,,26,2
chr14,PF3D7_1418900,231.5431,159.7848,35.3621,6.7946,15.9613,43.3232,1,-0.83,308,12
chr14,PF3D7_1419000,35.1057,23.5113,180.7682,69.9335,37.2614,61.0568,0.133,-2.799,584,26
chr14,PF3D7_1419100,218.1575,97.6582,56.0953,5.414,10.7308,36.8644,1,-2.543,579,19
chr14,PF3D7_1419200,18.7247,71.2979,87.1608,23.907,13.1625,25.6634,0.311,-3.438,246,15
chr14,PF3D7_1419300,50.7449,36.1092,32.7625,7.6341,88.8958,43.9716,0.119,-3.204,45,9
chr14,PF3D7_1419400,205.0742,144.6738,65.1133,17.2536,32.4033,83.3017,1,-2.322,1129,21
chr14,PF3D7_1419500,7.5682,1.9625,8.0042,16.3193,30.3243,58.0062,0.119,-3.089,86,3
chr14,PF3D7_1419600,23.2071,33.0035,53.9297,22.8706,8.7175,79.7102,0.149,-3.558,189,9
chr14,PF3D7_1419700,802.8682,747.6293,411.0181,100.8284,99.5841,91.1173,0.131,-3.132,180,14
chr14,PF3D7_1419800,90.3163,18.5978,8.3529,5.5234,4.5615,15.296,0.123,-2.886,120,10
chr14,PF3D7_1419800,0,0,0,0,0,0,0.123,-2.886,120,10
chr14,PF3D7_1419900,64.34,39.1156,45.6739,6.5579,30.3292,72.3446,0.119,-2.98,127,4
chr14,PF3D7_1420000,399.3591,386.3888,415.6297,75.0311,132.3136,22.4922,0.728,-2.338,231,17
chr14,PF3D7_1420100,17.9388,4.01,7.2372,1.5006,8.5923,36.415,0.997,-2.674,1211,34
chr14,PF3D7_1420200,17.8948,9.9161,71.6032,68.9804,23.9659,35.3469,0.121,-3.07,586,20
chr14,PF3D7_1420300,37.8837,21.2841,5.0082,8.5093,48.911,76.0879,0.126,-3.001,125,6
chr14,PF3D7_1420400,301.8739,316.4059,141.7782,21.5836,20.3714,34.5955,0.12,-2.951,332,8
chr14,PF3D7_1420500,14.8798,1.9703,2.4484,0.768,10.4019,28.4165,0.98,-0.886,418,15
chr14,PF3D7_1420600,42.9834,37.8958,68.1892,24.8265,19.0269,23.6452,0.176,-2.769,332,20
chr14,PF3D7_1420700,1491.4552,1984.4769,885.0592,142.5207,108.0176,37.3157,0.991,0.436,434,20
chr14,PF3D7_1420800,60.6867,0.7263,1.1109,4.5297,21.6974,31.8134,0.999,-2.209,78,1
chr14,PF3D7_1420900,35.9986,15.0469,76.7129,48.2254,173.5181,329.0979,0.164,-3.203,56,3
chr14,PF3D7_1421000,5.7656,16.4456,43.4465,6.9933,260.2796,804.2124,0.876,0,70,4
chr14,PF3D7_1421100,68.0503,16.1905,33.9448,31.2006,12.9305,25.557,1,-0.715,1322,38
chr14,PF3D7_1421200,597.4466,2230.2469,765.889,732.673,1831.4055,307.8598,0.846,0,16,1
chr14,PF3D7_1421300,17.841,3.036,16.0863,2.705,15.1906,64.5223,1,-1.639,851,24
chr14,PF3D7_1421400,45.0028,86.0623,26.7723,5.6859,106.3123,415.3096,0.21,-2.836,57,3
chr14,PF3D7_1421500,14.6523,34.1947,30.9046,12.9252,14.9441,6.6422,0.953,-1.697,36,1
chr14,PF3D7_1421600,120.0836,99.5712,66.9348,8.3468,27.5732,133.9722,1,-0.259,303,11
chr14,PF3D7_1421700,,,,,,,,,15,2
chr14,PF3D7_1421800,40.7928,5.9874,13.7365,1.8671,66.6132,893.6157,0.203,-2.671,178,10
chr14,PF3D7_1421900,12.4059,8.8466,234.9407,431.3605,119.2999,229.4069,0.124,-2.986,61,4
chr14,PF3D7_1422000,7.743,3.3463,83.4255,64.6979,252.3336,227.0155,0.132,0,9,2
chr14,PF3D7_1422100,32.9019,38.3924,137.0142,127.704,38.6707,26.8886,0.173,-2.866,94,5
chr14,PF3D7_1422200,22.6753,22.0494,50.586,108.0491,163.5402,2460.9766,0.121,-2.925,62,2
chr14,PF3D7_1422300,34.1764,63.0477,34.5638,11.8438,33.2565,163.9293,0.168,-3.269,124,5
chr14,PF3D7_1422400,77.2817,86.8055,24.221,10.5168,15.105,31.3307,0.137,-2.84,1926,32
chr14,PF3D7_1422500,8.0895,5.0344,86.6248,71.6275,47.3233,127.4029,0.121,-3.176,101,3
chr14,PF3D7_1422600,15.7328,10.5507,90.0446,82.9108,19.5636,18.7112,1,-1.378,363,29
chr14,PF3D7_1422700,170.524,364.6978,168.6717,48.7754,26.5145,36.382,0.995,-2.679,1140,36
chr14,PF3D7_1422800,31.2109,25.5573,46.5815,7.9698,37.2974,30.7172,0.155,-2.815,190,16
chr14,PF3D7_1422900,20.8789,3.4194,3.9224,0,11.4479,65.7556,0.556,-0.262,115,12
chr14,PF3D7_1423000,387.3056,225.3934,93.5122,50.2046,146.4988,78.8331,0.133,-3.163,128,4
chr14,PF3D7_1423100,19.745,3.2768,35.5524,96.4355,34.5995,229.5191,1,-0.061,166,4
chr14,PF3D7_1423200,138.0223,65.4368,65.1569,11.6604,17.3338,21.6862,1,-1.097,188,18
chr14,PF3D7_1423300,14.0622,2.9566,121.4154,181.1669,47.3601,79.5977,0.357,-2.633,128,4
chr14,PF3D7_1423400,14.325,0.8442,3.228,2.1061,30.2642,189.8542,1,-1.978,812,26
chr14,PF3D7_1423500,24.8855,4.2855,22.7153,22.1197,7.6116,25.8131,1,-0.5,361,10
chr14,PF3D7_1423600,16.7647,68.6977,37.0841,7.4464,153.8357,1389.6638,0.936,-0.774,15,2
chr14,PF3D7_1423700,779.1306,919.0157,330.959,71.6183,57.6679,191.8808,1,-1.958,862,31
chr14,PF3D7_1423800,213.1373,123.5731,85.3252,51.0235,13.0026,33.4627,0.77,-3.028,215,4
chr14,PF3D7_1424100,907.2783,2559.8633,1183.6219,510.1325,92.8954,63.4206,0.166,-2.702,36,1
chr14,PF3D7_1424300,,,,,,,,,4,1
chr14,PF3D7_1424400,437.21,1129.9497,476.6186,80.2086,91.5144,56.6495,0.15,-2.895,40,1
chr14,PF3D7_1424700,,,,,,,,,1,1
chr14,PF3D7_1424900,,,,,,,,,2,1
chr14,PF3D7_1425200,32.1731,23.2899,25.254,8.6719,85.583,57.7481,0.245,-3.354,102,6
chr14,PF3D7_1425300,7.7609,3.7374,72.3327,60.9628,49.162,262.2993,0.998,-2.59,105,4
chr14,PF3D7_1425400,14.7444,18.9041,51.4918,52.989,24.944,152.2656,1,-0.212,887,37
chr14,PF3D7_1425500,7.7532,4.3081,3.9535,0,124.2625,477.7461,1,-0.301,55,4
chr14,PF3D7_1425600,20.6532,2.7464,5.2507,1.7129,9.4778,39.9041,1,-2.462,5,0
chr14,PF3D7_1425700,42.5698,34.1615,54.3819,15.2184,33.0365,124.9445,0.149,-2.69,103,7
chr14,PF3D7_1425800,55.0553,14.0662,58.6014,45.1733,20.762,60.447,0.181,-2.928,489,17
chr14,PF3D7_1425900,154.9157,199.1058,49.6245,10.0549,97.571,82.244,0.913,-2.92,72,2
chr14,PF3D7_1426000,845.4482,953.8484,518.3408,130.143,267.2747,466.5475,0.27,-3.417,9,1
chr14,PF3D7_1426100,201.0225,490.4398,189.9558,22.6156,178.8353,233.41,0.204,-2.717,11,1
chr14,PF3D7_1426200,194.3814,361.9816,148.4663,51.8573,23.9033,33.8796,0.967,0.148,21,2
chr14,PF3D7_1426300,20.9299,14.2465,72.3729,37.0218,48.5701,90.4155,0.886,-2.624,95,3
chr14,PF3D7_1426400,3.5181,0.9123,12.5574,5.6895,33.8308,59.9381,0.119,-3.043,46,2
chr14,PF3D7_1426500,16.2174,3.7105,10.7828,6.9425,23.3164,136.3663,1,-1.22,40,2
chr14,PF3D7_1426600,13.3884,1.1362,41.2722,25.3921,19.3122,126.4427,0.95,-2.827,1055,28
chr14,PF3D7_1426700,366.9153,158.1433,198.5792,1233.7406,39.3083,119.4294,1,-2.966,250,24
chr14,PF3D7_1426800,90.454,102.1892,47.6821,9.5563,16.8771,44.0096,0.13,-2.881,530,17
chr14,PF3D7_1426900,186.7891,27.9119,317.6692,143.3605,1869.8033,921.781,0.23,-2.492,12,1
chr14,PF3D7_1427000,19.5075,16.0894,43.0646,22.8059,8.8522,39.9451,0.122,-3.13,471,20
chr14,PF3D7_1427100,349.7717,247.4223,33.9053,6.1323,30.0183,176.0953,1,-1.144,374,23
chr14,PF3D7_1427200,18.7112,4.4108,26.9851,20.632,83.151,274.728,0.364,-1.998,56,5
chr14,PF3D7_1427300,4.6885,11.2734,86.4654,38.7736,11.1008,100.4249,0.126,-3.157,154,3
chr14,PF3D7_1427400,3.5177,1.9155,5.441,4.2667,5.6379,6.8702,0.152,-3.174,44,2
chr14,PF3D7_1427400,0,0,0,0,0,0,0.152,-3.174,44,2
chr14,PF3D7_1427500,12.4416,12.5821,114.3541,34.7087,5.4836,7.1088,1,-0.94,70,6
chr14,PF3D7_1427600,12.4818,7.2824,31.2931,4.3256,13.2175,16.3012,0.409,-3.068,70,3
chr14,PF3D7_1427700,8.7652,5.6822,40.8467,14.1754,56.1931,48.5646,0.31,-2.567,9,3
chr14,PF3D7_1427800,43.9988,44.7588,34.2289,8.2103,196.3652,156.1122,0.137,-3.081,45,2
chr14,PF3D7_1427900,46.7819,181.0107,521.6897,202.4943,91.6405,91.6092,0.132,-3.026,29,2
chr14,PF3D7_1428000,16.5312,14.5583,44.5333,17.4028,24.9952,90.7282,1,0.051,75,3
chr14,PF3D7_1428100,26.2957,75.2248,55.2566,31.8947,9.5166,31.3711,1,-2.311,389,15
chr14,PF3D7_1428200,95.7682,64.5239,72.0682,57.5833,10.9323,78.5714,1,-0.985,341,16
chr14,PF3D7_1428300,280.6094,249.9667,208.011,54.7578,28.7294,59.7741,1,0.023,52,3
chr14,PF3D7_1428400,22.4838,2.468,8.5342,3.6808,15.5858,43.3332,1,0.461,865,24
chr14,PF3D7_1428500,55.7373,5.4885,21.4899,6.5038,31.888,58.8707,1,-1.442,919,23
chr14,PF3D7_1428600,11.7731,18.9953,47.4704,38.0795,19.9173,61.0622,0.615,-2.828,91,8
chr14,PF3D7_1428700,25.6699,63.6693,57.3219,30.6843,17.2914,59.3639,1,-2.758,174,6
chr14,PF3D7_1428800,3.9977,3.1098,7.1347,4.3101,35.5953,105.3941,0.152,-3.282,100,3
chr14,PF3D7_1428800,0,0,0,0,0,0,0.152,-3.282,100,3
chr14,PF3D7_1428900,31.948,36.4086,149.7475,74.5391,46.3117,56.0627,0.128,-2.844,427,10
chr14,PF3D7_1429000,26.6461,51.2114,49.4205,11.4069,129.3751,345.8565,0.119,-2.982,94,6
chr14,PF3D7_1429100,30.7661,45.6911,154.0292,75.6031,26.2558,40.3464,0.126,-3.091,75,5
chr14,PF3D7_1429200,14.2261,2.5399,6.6596,2.263,12.3347,16.4749,1,0.029,512,27
chr14,PF3D7_1429300,9.7738,7.6032,36.522,4.4456,594.0329,1133.7725,1,-0.794,84,9
chr14,PF3D7_1429400,47.1049,77.6039,26.3356,8.3757,13.0438,21.9825,1,-1.261,334,4
chr14,PF3D7_1429500,107.2901,67.7922,15.6312,0,11.2298,28.752,0.131,-2.934,390,17
chr14,PF3D7_1429600,44.9393,41.3988,109.7522,91.8028,587.5746,1641.8583,1,-1.745,47,3
chr14,PF3D7_1429700,149.6353,66.7251,125.5198,60.7518,261.3982,1774.3413,0.121,-2.989,61,3
chr14,PF3D7_1429800,340.2002,110.6247,296.1572,201.7663,47.3068,41.1375,0.12,-3,229,12
chr14,PF3D7_1429900,38.5841,46.9273,83.8921,41.8108,13.3411,102.4672,1,-2.509,859,41
chr14,PF3D7_1430000,28.0657,50.8239,48.4469,20.0901,143.7938,451.7802,1,0.352,109,5
chr14,PF3D7_1430100,10.6751,7.7316,54.3088,46.4343,541.2993,560.1542,0.476,-2.479,47,2
chr14,PF3D7_1430200,73.2077,5.5755,183.6471,541.4649,146.6646,101.1551,0.238,-2.729,198,5
chr14,PF3D7_1430300,354.5667,98.5313,85.7865,33.1719,10.4047,51.4277,0.998,-1.088,567,18
chr14,PF3D7_1430400,128.771,13.1449,24.0911,2.827,29.1833,153.7504,0.208,-2.864,341,15
chr14,PF3D7_1430500,37.0279,3.2732,8.0102,2.0415,7.4182,24.1291,1,-2.235,112,3
chr14,PF3D7_1430600,19.5097,5.9388,30.2776,12.3463,9.1767,23.969,1,-0.386,142,4
chr14,PF3D7_1430700,22.3514,8.5088,84.0251,27.6873,20.9603,15.6117,0.125,-2.934,121,5
chr14,PF3D7_1430800,13.2981,2.8965,10.4426,7.7422,101.0242,194.0705,1,0,22,3
chr14,PF3D7_1430900,24.0051,5.1872,237.218,323.5144,1053.7462,676.6478,0.208,-2.528,29,3
chr14,PF3D7_1431000,12.0046,7.5598,88.4193,29.1213,119.1049,85.0408,0.194,-3.203,46,2
chr14,PF3D7_1431100,25.0091,1.4519,18.4309,11.7714,758.2795,412.7471,0.213,-2.852,61,8
chr14,PF3D7_1431200,77.0463,70.1308,28.1153,7.2256,12.5712,32.0986,1,-0.994,1597,49
chr14,PF3D7_1431300,150.2,181.2339,97.7361,305.161,23.589,27.705,0.783,-0.127,690,33
chr14,PF3D7_1431400,113.6473,67.9254,166.1444,708.6072,16.2308,14.7755,0.408,-2.45,509,28
chr14,PF3D7_1431500,27.7083,84.3648,158.1023,39.7515,25.547,83.5695,1,-2.499,245,14
chr14,PF3D7_1431600,13.8712,9.6241,114.1901,70.9366,76.3088,54.0578,1,-0.263,73,2
chr14,PF3D7_1431700,614.9858,1476.932,614.5014,308.715,1509.0221,275.9548,0.481,-3.498,29,1
chr14,PF3D7_1431800,24.5202,9.403,31.2288,1.6756,24.0776,36.021,1,-2.209,439,14
chr14,PF3D7_1431900,9.899,4.1465,30.3506,38.7909,26.849,44.7207,1,-1.258,323,11
chr14,PF3D7_1432000,33.2154,81.0939,140.1434,44.6263,48.7306,112.7552,0.347,-3.418,143,14
chr14,PF3D7_1432100,33.8657,69.5972,55.93,9.8093,105.3144,64.4823,0.513,-2.559,62,4
chr14,PF3D7_1432200,31.5525,8.7096,57.2808,348.6342,7.0145,23.7698,1,0.21,928,22
chr14,PF3D7_1432300,11.1232,4.5714,14.9824,17.8191,11.4365,38.2856,1,-1.947,1233,34
chr14,PF3D7_1432400,7.9748,1.3381,16.6514,1.8966,29.8233,45.0948,1,-1.38,525,17
chr14,PF3D7_1432500,77.2059,48.5589,55.7024,3.9849,44.7569,212.9727,0.135,-3.165,131,4
chr14,PF3D7_1432600,46.652,46.231,53.7391,11.5333,13.3348,42.2293,1,-1.503,454,12
chr14,PF3D7_1432700,15.4347,13.5078,199.9987,286.667,424.404,153.7306,0.992,-0.826,10,1
chr14,PF3D7_1432800,35.9686,63.8747,116.4992,57.2881,12.8106,37.1398,0.194,-2.63,356,14
chr14,PF3D7_1432900,97.2981,37.6334,132.581,271.6325,55.3202,49.9183,0.638,-3.103,46,3
chr14,PF3D7_1433000,100.6909,117.8813,62.8667,12.0921,292.4008,262.6483,0.189,-2.549,11,1
chr14,PF3D7_1433100,28.8955,42.1736,38.3092,15.3544,21.3915,59.3506,1,-2.67,460,22
chr14,PF3D7_1433200,15.9614,3.1568,3.3798,3.2813,11.0565,49.1267,0.986,-0.868,904,23
chr14,PF3D7_1433300,14.2334,44.6714,89.9307,102.3936,53.0975,56.9026,0.488,-2.479,81,6
chr14,PF3D7_1433400,48.1227,272.804,305.8237,175.9129,24.2898,87.6409,0.177,-2.755,1878,17
chr14,PF3D7_1433500,246.7301,91.1196,215.7486,71.7652,11.6731,22.8393,0.774,-2.962,247,13
chr14,PF3D7_1433600,19.4763,42.5669,82.2091,38.2472,169.4537,59.3505,0.972,-2.271,33,2
