Chr,Gene,MIS,MFS
chr13,PF3D7_1346600,0.937,-0.261
chr13,PF3D7_1346700,1,-1.876
chr13,PF3D7_1346800,0.288,-2.563
chr13,PF3D7_1346900,0.968,-2.872
chr13,PF3D7_1347000,0.521,-2.384
chr13,PF3D7_1347100,0.391,-2.648
chr13,PF3D7_1347200,0.122,-3.111
chr13,PF3D7_1347300,0.997,-0.832
chr13,PF3D7_1347400,0.126,-3.075
chr13,PF3D7_1347500,0.12,-3.068
chr13,PF3D7_1347600,1,-0.694
chr13,PF3D7_1347700,0.622,-2.514
chr13,PF3D7_1347800,0.196,-3.295
chr13,PF3D7_1347900,0.147,-3.168
chr13,PF3D7_1348000,0.929,-2.826
chr13,PF3D7_1348100,0.316,-2.437
chr13,PF3D7_1348200,0.148,-2.89
chr13,PF3D7_1348300,0.12,-3.032
chr13,PF3D7_1348400,0.156,-2.777
chr13,PF3D7_1348500,0.165,-2.958
chr13,PF3D7_1348600,0.12,-3
chr13,PF3D7_1348700,1,0.652
chr13,PF3D7_1348800,1,-1.492
chr13,PF3D7_1348900,0.997,-1.861
chr13,PF3D7_1349000,0.461,-3.156
chr13,PF3D7_1349100,0.957,-0.916
chr13,PF3D7_1349200,0.119,-2.972
chr13,PF3D7_1349300,0.927,-2.909
chr13,PF3D7_1349400,0.808,-3.076
chr13,PF3D7_1349500,0.275,-2.679
chr13,PF3D7_1349600,0.228,-3.204
chr13,PF3D7_1349700,0.82,0.797
chr13,PF3D7_1349800,0.129,-3.171
chr13,PF3D7_1349900,0.924,-2.171
chr13,PF3D7_1350000,1,-1.106
chr13,PF3D7_1350100,0.329,-2.517
chr13,PF3D7_1350200,0.929,0
chr13,PF3D7_1350300,0.853,-2.368
chr13,PF3D7_1350400,0.172,-2.748
chr13,PF3D7_1350500,0.145,-2.888
chr13,PF3D7_1350600,0.267,-3.216
chr13,PF3D7_1350700,0.133,-3.034
chr13,PF3D7_1350800,0.608,-2.866
chr13,PF3D7_1350900,0.995,-2.054
chr13,PF3D7_1351000,1,-1.852
chr13,PF3D7_1351100,0.154,-3.307
chr13,PF3D7_1351200,0.122,-3.079
chr13,PF3D7_1351300,0.152,-2.616
chr13,PF3D7_1351400,0.212,-3.294
chr13,PF3D7_1351600,1,-1.682
chr13,PF3D7_1351700,1,-2.301
chr13,PF3D7_1351800,1,0
chr13,PF3D7_1351900,1,-1.828
chr13,PF3D7_1352000,0.77,-3.03
chr13,PF3D7_1352100,0.129,-2.87
chr13,PF3D7_1352200,0.729,-2.182
chr13,PF3D7_1352300,0.152,-3.3
chr13,PF3D7_1352400,0.12,-2.991
chr13,PF3D7_1352500,0.195,-3.317
chr13,PF3D7_1352600,0.962,-2.929
chr13,PF3D7_1352700,0.123,-2.897
chr13,PF3D7_1352800,0.122,-3.008
chr13,PF3D7_1352900,0.983,-2.343
chr13,PF3D7_1353000,0.151,-2.783
chr13,PF3D7_1353100,1,-0.31
chr13,PF3D7_1353200,0.91,0
chr13,PF3D7_1353300,1,-1.963
chr13,PF3D7_1353400,1,0.753
chr13,PF3D7_1353500,0.12,-2.95
chr13,PF3D7_1353600,0.137,-2.972
chr13,PF3D7_1353700,0.132,-3.072
chr13,PF3D7_1353800,0.13,-3.135
chr13,PF3D7_1353900,0.167,-2.941
chr13,PF3D7_1354000,1,0.629
chr13,PF3D7_1354100,1,-1.927
chr13,PF3D7_1354200,1,-1.869
chr13,PF3D7_1354300,0.133,-2.886
chr13,PF3D7_1354400,0.251,-2.73
chr13,PF3D7_1354500,0.122,-3.107
chr13,PF3D7_1354600,0.119,-2.982
chr13,PF3D7_1354700,0.13,-2.891
chr13,PF3D7_1354800,1,-2.117
chr13,PF3D7_1354900,0.135,-2.816
chr13,PF3D7_1355100,0.122,-3.094
chr13,PF3D7_1355200,0.192,-3.327
chr13,PF3D7_1355300,0.131,-3.323
chr13,PF3D7_1355500,0.898,-2.949
chr13,PF3D7_1355600,0.126,-3.05
chr13,PF3D7_1355700,0.143,-2.928
chr13,PF3D7_1355800,0.847,0
chr13,PF3D7_1355900,1,0.991
chr13,PF3D7_1356000,1,-0.727
chr13,PF3D7_1356100,1,-0.274
chr13,PF3D7_1356200,0.12,-3.226
chr13,PF3D7_1356300,0.122,-2.666
chr13,PF3D7_1356400,0.16,-2.804
chr13,PF3D7_1356500,0.189,-2.677
chr13,PF3D7_1356600,0.242,-2.782
chr13,PF3D7_1356700,0.12,-3.042
chr13,PF3D7_1356800,1,-1.684
chr13,PF3D7_1356900,0.999,-2.765
chr13,PF3D7_1357000,0.184,-2.892
chr13,PF3D7_1357100,0.184,-2.772
chr13,PF3D7_1357200,0.182,-3.308
chr13,PF3D7_1357300,0.121,-2.981
chr13,PF3D7_1357400,1,-1.684
chr13,PF3D7_1357500,1,-0.306
chr13,PF3D7_1357600,0.123,-2.959
chr13,PF3D7_1357700,0.13,-2.866
chr13,PF3D7_1357800,0.119,-3.006
chr13,PF3D7_1357900,0.585,-2.388
chr13,PF3D7_1358000,0.551,-3.029
chr13,PF3D7_1358100,0.173,-2.811
chr13,PF3D7_1358200,0.13,-3.165
chr13,PF3D7_1358300,0.174,-3.438
chr13,PF3D7_1358400,0.992,-2.599
chr13,PF3D7_1358500,0.177,-3.235
chr13,PF3D7_1358600,1,1.384
chr13,PF3D7_1358700,0.148,-2.98
chr13,PF3D7_1358800,0.168,-3.402
chr13,PF3D7_1358900,0.195,-2.9
chr13,PF3D7_1359000,0.154,-3.196
chr13,PF3D7_1359100,0.903,-3.001
chr13,PF3D7_1359200,1,0.402
chr13,PF3D7_1359300,1,-1.136
chr13,PF3D7_1359400,0.305,-2.595
chr13,PF3D7_1359500,1,1.831
chr13,PF3D7_1359600,1,-2.788
chr13,PF3D7_1359700,1,-0.602
chr13,PF3D7_1359800,0.212,-3.176
chr13,PF3D7_1359900,1,-2.815
chr13,PF3D7_1360000,0.124,-3.107
chr13,PF3D7_1360100,1,-1.403
chr13,PF3D7_1360200,0.15,-2.813
chr13,PF3D7_1360300,0.139,-3.007
chr13,PF3D7_1360400,0.154,-3.161
chr13,PF3D7_1360500,1,-1.392
chr13,PF3D7_1360700,0.124,-2.855
chr13,PF3D7_1360800,0.177,-3.277
chr13,PF3D7_1360900,0.472,-2.639
chr13,PF3D7_1361000,1,0.385
chr13,PF3D7_1361100,0.38,-2.463
chr13,PF3D7_1361200,0.199,-2.767
chr13,PF3D7_1361300,0.123,-3.105
chr13,PF3D7_1361400,1,0.697
chr13,PF3D7_1361500,0.954,-1.934
chr13,PF3D7_1361600,0.18,-2.825
chr13,PF3D7_1361700,0.123,-2.837
chr13,PF3D7_1361800,0.12,-3.046
chr13,PF3D7_1361900,0.234,-3.274
chr13,PF3D7_1362000,0.964,-2.185
chr13,PF3D7_1362100,0.666,-2.163
chr13,PF3D7_1362200,1,-2.266
chr13,PF3D7_1362300,0.425,-3.115
chr13,PF3D7_1362400,0.245,-2.707
chr13,PF3D7_1362500,0.165,-3.267
chr13,PF3D7_1362600,1,-2.877
chr13,PF3D7_1362700,1,-1.065
chr13,PF3D7_1362800,1,-1.265
chr13,PF3D7_1362900,1,-0.17
chr13,PF3D7_1363000,0.954,-2.783
chr13,PF3D7_1363100,0.246,-3.349
chr13,PF3D7_1363200,1,-0.753
chr13,PF3D7_1363300,0.12,-3.043
chr13,PF3D7_1363400,0.984,-2.564
chr13,PF3D7_1363500,1,-0.314
chr13,PF3D7_1363600,0.188,-3.31
chr13,PF3D7_1363700,0.194,-2.633
chr13,PF3D7_1363800,1,0.055
chr13,PF3D7_1364000,0.12,-3.034
chr13,PF3D7_1364100,1,1.157
chr13,PF3D7_1364200,1,-1.285
chr13,PF3D7_1364300,0.12,-2.978
chr13,PF3D7_1364400,0.126,-3.128
chr13,PF3D7_1364500,0.161,-2.735
chr13,PF3D7_1364600,0.152,-2.855
chr13,PF3D7_1364700,1,0.061
chr13,PF3D7_1364800,0.224,-2.651
chr13,PF3D7_1364900,1,-0.852
chr13,PF3D7_1365000,0.3,-2.627
chr13,PF3D7_1365100,0.643,0
chr13,PF3D7_1365200,0.978,0
chr13,PF3D7_1365300,0.119,-3.043
chr13,PF3D7_1365400,0.12,-3.048
chr13,PF3D7_1365500,0.468,-2.673
chr13,PF3D7_1365600,1,-1.062
chr13,PF3D7_1365700,0.988,-0.403
chr13,PF3D7_1365800,0.127,-2.953
chr13,PF3D7_1365900,0.119,0
chr13,PF3D7_1366000,0.231,-3.218
chr13,PF3D7_1366100,0.31,0
chr13,PF3D7_1366200,0.131,-3.202
chr13,PF3D7_1366300,0.855,-2.1
chr13,PF3D7_1366400,0.133,-2.943
chr13,PF3D7_1366500,0.119,-2.705
chr13,PF3D7_1366600,0.134,-3.121
chr13,PF3D7_1366700,0.125,-3.296
chr13,PF3D7_1366800,0.123,-3.123
chr13,PF3D7_1366900,1,-2.329
chr13,PF3D7_1367000,0.336,-2.895
chr13,PF3D7_1367100,0.336,-2.543
chr13,PF3D7_1367200,0.999,-0.722
chr13,PF3D7_1367300,0.976,-2.529
chr13,PF3D7_1367400,0.12,-2.991
chr13,PF3D7_1367500,0.187,-3.347
chr13,PF3D7_1367600,0.202,-3.374
chr13,PF3D7_1367700,0.127,-2.921
chr13,PF3D7_1367800,1,-1.335
chr13,PF3D7_1367900,1,-2.648
chr13,PF3D7_1368000,0.119,-2.837
chr13,PF3D7_1368100,0.138,-3.032
chr13,PF3D7_1368200,0.127,-3.138
chr13,PF3D7_1368300,0.128,-3.08
chr13,PF3D7_1368400,0.907,-1.192
chr13,PF3D7_1368500,0.119,-3.068
chr13,PF3D7_1368600,0.92,-2.258
chr13,PF3D7_1368700,0.209,-2.781
chr13,PF3D7_1368800,0.119,-3.061
chr13,PF3D7_1368900,0.67,-2.452
chr13,PF3D7_1369000,0.119,-3.007
chr13,PF3D7_1369100,1,0.056
chr13,PF3D7_1369200,0.83,-2.983
chr13,PF3D7_1369300,0.157,-3.003
chr13,PF3D7_1369400,0.136,-3.177
chr13,PF3D7_1369500,1,-1.925
chr13,PF3D7_1369600,0.886,-2.985
chr13,PF3D7_1369700,0.77,-3.737
chr13,PF3D7_1370300,0.964,-2.237
chr13,PF3D7_1371500,1,0.721
chr13,PF3D7_1371600,1,-0.014
chr13,PF3D7_1371700,1,-0.71
chr13,PF3D7_1371800,0.12,-3.246
chr13,PF3D7_1371900,0.893,-1.135
chr13,PF3D7_1372000,1,1.28
chr13,PF3D7_1372100,1,-0.007
chr13,PF3D7_1372200,1,-1.811
chr13,PF3D7_1372300,0.771,-2.717
chr13,PF3D7_1372400,1,-2.731
chr13,PF3D7_1372500,0.997,-1.624
chr13,PF3D7_1372600,0.899,-2.114
chr13,PF3D7_1372700,0.647,-2.358
chr13,PF3D7_1372800,0.999,-1.6
chr13,PF3D7_1372900,1,-2.241
chr13,PF3D7_1373000,0.261,-2.712
chr13,PF3D7_1373100,0.608,-2.355
chr13,PF3D7_1373200,0.128,-2.88
chr13,PF3D7_1373300,0.97,-1.903
chr13,PF3D7_1373400,0.987,-2.172
chr14,PF3D7_1400100,0.95,-2.072
chr14,PF3D7_1400200,0.36,-2.599
chr14,PF3D7_1400300,0.955,-2.191
chr14,PF3D7_1400400,0.804,-2.149
chr14,PF3D7_1400500,0.95,-2.76
chr14,PF3D7_1400600,1,-2.232
chr14,PF3D7_1400700,0.339,-2.3
chr14,PF3D7_1400800,1,-2.876
chr14,PF3D7_1400900,0.183,-2.961
chr14,PF3D7_1401000,1,-2.446
chr14,PF3D7_1401100,0.124,-2.979
chr14,PF3D7_1401200,0.225,-2.873
chr14,PF3D7_1401300,0.891,-3.073
chr14,PF3D7_1401400,1,0
chr14,PF3D7_1401500,0.133,-2.987
chr14,PF3D7_1401600,1,-1.412
chr14,PF3D7_1401700,0.127,-3.236
chr14,PF3D7_1401800,0.135,-2.947
chr14,PF3D7_1401900,1,-1.534
chr14,PF3D7_1402000,0.14,-3.249
chr14,PF3D7_1402100,0.967,-0.51
chr14,PF3D7_1402200,0.128,-2.667
chr14,PF3D7_1402300,0.185,-2.939
chr14,PF3D7_1402400,0.135,-2.885
chr14,PF3D7_1402500,0.14,-2.905
chr14,PF3D7_1402700,1,-2.057
chr14,PF3D7_1402800,0.961,-1.778
chr14,PF3D7_1402900,0.138,-3.166
chr14,PF3D7_1403000,0.968,-2.028
chr14,PF3D7_1403100,0.36,-2.538
chr14,PF3D7_1403200,1,-1.113
chr14,PF3D7_1403300,1,-1.856
chr14,PF3D7_1403400,1,-0.61
chr14,PF3D7_1403500,1,-1.192
chr14,PF3D7_1403600,1,-0.523
chr14,PF3D7_1403700,1,0.347
chr14,PF3D7_1403800,1,-0.549
chr14,PF3D7_1403900,0.172,-2.825
chr14,PF3D7_1404000,0.361,-2.59
chr14,PF3D7_1404100,0.125,-3.201
chr14,PF3D7_1404200,0.992,-1.804
chr14,PF3D7_1404300,1,-1.996
chr14,PF3D7_1404400,0.153,-2.839
chr14,PF3D7_1404500,0.137,-2.912
chr14,PF3D7_1404600,1,-2.864
chr14,PF3D7_1404700,0.192,-3.297
chr14,PF3D7_1404800,1,-2.062
chr14,PF3D7_1404900,0.738,-3.131
chr14,PF3D7_1405000,0.122,-3.073
chr14,PF3D7_1405100,1,-2.027
chr14,PF3D7_1405200,0.18,-2.632
chr14,PF3D7_1405300,1,-2.403
chr14,PF3D7_1405400,1,-0.847
chr14,PF3D7_1405500,1,-0.345
chr14,PF3D7_1405600,0.12,-2.846
chr14,PF3D7_1405700,0.241,-2.592
chr14,PF3D7_1405800,0.643,-2.42
chr14,PF3D7_1405900,0.987,-2.743
chr14,PF3D7_1406000,1,-1.56
chr14,PF3D7_1406100,1,-1.579
chr14,PF3D7_1406200,0.135,-2.866
chr14,PF3D7_1406300,0.139,-3.15
chr14,PF3D7_1406400,0.198,-3.327
chr14,PF3D7_1406500,1,-1.636
chr14,PF3D7_1406600,0.155,-3.209
chr14,PF3D7_1406700,0.185,-2.635
chr14,PF3D7_1406800,0.48,-2.163
chr14,PF3D7_1406900,0.119,-2.957
chr14,PF3D7_1407000,1,-0.785
chr14,PF3D7_1407100,0.902,-2.36
chr14,PF3D7_1407200,0.163,-3.332
chr14,PF3D7_1407300,0.242,-2.646
chr14,PF3D7_1407400,0.185,-2.718
chr14,PF3D7_1407500,0.142,-3.085
chr14,PF3D7_1407600,1,-1.443
chr14,PF3D7_1407700,0.284,-2.8
chr14,PF3D7_1407800,1,-0.823
chr14,PF3D7_1407900,0.594,-2.401
chr14,PF3D7_1408000,0.249,-2.666
chr14,PF3D7_1408100,1,-0.66
chr14,PF3D7_1408200,1,-0.866
chr14,PF3D7_1408300,0.989,-1.781
chr14,PF3D7_1408400,0.12,-2.996
chr14,PF3D7_1408500,0.186,-3.339
chr14,PF3D7_1408600,1,-2.487
chr14,PF3D7_1408700,0.999,-2.985
chr14,PF3D7_1408800,0.981,-2.954
chr14,PF3D7_1408900,1,-0.542
chr14,PF3D7_1409000,0.732,-2.933
chr14,PF3D7_1409100,0.15,-2.791
chr14,PF3D7_1409200,0.962,0.319
chr14,PF3D7_1409300,0.13,-2.861
chr14,PF3D7_1409400,0.132,-3
chr14,PF3D7_1409500,1,-2.508
chr14,PF3D7_1409600,0.961,-2.714
chr14,PF3D7_1409700,0.122,-3.094
chr14,PF3D7_1409800,1,0.966
chr14,PF3D7_1409900,0.185,-2.912
chr14,PF3D7_1410000,0.275,-3.422
chr14,PF3D7_1410100,0.168,-2.717
chr14,PF3D7_1410200,0.143,-2.778
chr14,PF3D7_1410300,1,-2.289
chr14,PF3D7_1410400,1,-2.245
chr14,PF3D7_1410500,0.172,-3.142
chr14,PF3D7_1410600,0.125,-2.97
chr14,PF3D7_1410700,0.79,-2.765
chr14,PF3D7_1410800,0.128,-3.272
chr14,PF3D7_1410900,0.585,-2.379
chr14,PF3D7_1411000,1,-2.493
chr14,PF3D7_1411100,0.139,-2.986
chr14,PF3D7_1411200,0.131,-3.135
chr14,PF3D7_1411300,0.229,-3.297
chr14,PF3D7_1411400,0.121,-2.938
chr14,PF3D7_1411500,0.185,-3.334
chr14,PF3D7_1411600,0.204,-2.741
chr14,PF3D7_1411700,0.981,-2.555
chr14,PF3D7_1411800,0.153,-3.308
chr14,PF3D7_1411900,0.998,0.58
chr14,PF3D7_1412000,0.907,-2.677
chr14,PF3D7_1412100,0.125,-3.083
chr14,PF3D7_1412200,1,-1.103
chr14,PF3D7_1412300,0.143,-3.281
chr14,PF3D7_1412400,1,-2.917
chr14,PF3D7_1412500,0.79,-2.191
chr14,PF3D7_1412600,0.122,-3.001
chr14,PF3D7_1412700,0.121,-3.052
chr14,PF3D7_1412800,0.125,-3.019
chr14,PF3D7_1412900,0.964,-2.185
chr14,PF3D7_1413000,0.385,-2.562
chr14,PF3D7_1413100,1,0.576
chr14,PF3D7_1413200,0.997,-1.937
chr14,PF3D7_1413300,0.423,0.678
chr14,PF3D7_1413400,0.189,-2.662
chr14,PF3D7_1413500,0.139,-2.886
chr14,PF3D7_1413600,1,-0.634
chr14,PF3D7_1413700,0.229,-2.746
chr14,PF3D7_1413800,0.739,-2.403
chr14,PF3D7_1413900,0.94,-2.235
chr14,PF3D7_1414000,0.204,-3.472
chr14,PF3D7_1414100,0.203,-2.875
chr14,PF3D7_1414200,0.558,-2.419
chr14,PF3D7_1414300,0.861,0
chr14,PF3D7_1414400,0.145,-2.53
chr14,PF3D7_1414500,0.192,-2.721
chr14,PF3D7_1414600,0.211,-2.744
chr14,PF3D7_1414700,1,-1.594
chr14,PF3D7_1414800,0.122,-3.272
chr14,PF3D7_1414900,0.129,-2.93
chr14,PF3D7_1415000,0.13,-3.285
chr14,PF3D7_1415100,1,-2.001
chr14,PF3D7_1415200,0.132,0
chr14,PF3D7_1415300,0.89,-2.977
chr14,PF3D7_1415400,1,-2.199
chr14,PF3D7_1415500,1,-2.836
chr14,PF3D7_1415600,0.142,-2.895
chr14,PF3D7_1415700,0.129,-2.976
chr14,PF3D7_1415800,0.156,-3.214
chr14,PF3D7_1415900,0.138,0
chr14,PF3D7_1416000,0.294,-2.58
chr14,PF3D7_1416100,0.143,-3.264
chr14,PF3D7_1416200,0.135,-2.929
chr14,PF3D7_1416300,0.12,-3.205
chr14,PF3D7_1416400,0.168,-2.65
chr14,PF3D7_1416500,1,-0.704
chr14,PF3D7_1416600,1,-1.037
chr14,PF3D7_1416700,0.363,-2.657
chr14,PF3D7_1416800,0.12,-2.912
chr14,PF3D7_1416900,0.554,0
chr14,PF3D7_1417000,1,-1.778
chr14,PF3D7_1417100,0.529,0.291
chr14,PF3D7_1417200,1,-1.061
chr14,PF3D7_1417300,0.999,-2.802
chr14,PF3D7_1417400,1,-1.628
chr14,PF3D7_1417500,0.278,-2.691
chr14,PF3D7_1417600,1,-2.743
chr14,PF3D7_1417700,1,1.79
chr14,PF3D7_1417800,0.147,-2.829
chr14,PF3D7_1417900,0.213,-2.402
chr14,PF3D7_1418000,0.195,-2.557
chr14,PF3D7_1418100,1,-0.62
chr14,PF3D7_1418200,0.185,-3.104
chr14,PF3D7_1418300,0.176,-3.039
chr14,PF3D7_1418900,1,-0.83
chr14,PF3D7_1419000,0.133,-2.799
chr14,PF3D7_1419100,1,-2.543
chr14,PF3D7_1419200,0.311,-3.438
chr14,PF3D7_1419300,0.119,-3.204
chr14,PF3D7_1419400,1,-2.322
chr14,PF3D7_1419500,0.119,-3.089
chr14,PF3D7_1419600,0.149,-3.558
chr14,PF3D7_1419700,0.131,-3.132
chr14,PF3D7_1419800,0.123,-2.886
chr14,PF3D7_1419900,0.119,-2.98
chr14,PF3D7_1420000,0.728,-2.338
chr14,PF3D7_1420100,0.997,-2.674
chr14,PF3D7_1420200,0.121,-3.07
chr14,PF3D7_1420300,0.126,-3.001
chr14,PF3D7_1420400,0.12,-2.951
chr14,PF3D7_1420500,0.98,-0.886
chr14,PF3D7_1420600,0.176,-2.769
chr14,PF3D7_1420700,0.991,0.436
chr14,PF3D7_1420800,0.999,-2.209
chr14,PF3D7_1420900,0.164,-3.203
chr14,PF3D7_1421000,0.876,0
chr14,PF3D7_1421100,1,-0.715
chr14,PF3D7_1421200,0.846,0
chr14,PF3D7_1421300,1,-1.639
chr14,PF3D7_1421400,0.21,-2.836
chr14,PF3D7_1421500,0.953,-1.697
chr14,PF3D7_1421600,1,-0.259
chr14,PF3D7_1421800,0.203,-2.671
chr14,PF3D7_1421900,0.124,-2.986
chr14,PF3D7_1422000,0.132,0
chr14,PF3D7_1422100,0.173,-2.866
chr14,PF3D7_1422200,0.121,-2.925
chr14,PF3D7_1422300,0.168,-3.269
chr14,PF3D7_1422400,0.137,-2.84
chr14,PF3D7_1422500,0.121,-3.176
chr14,PF3D7_1422600,1,-1.378
chr14,PF3D7_1422700,0.995,-2.679
chr14,PF3D7_1422800,0.155,-2.815
chr14,PF3D7_1422900,0.556,-0.262
chr14,PF3D7_1423000,0.133,-3.163
chr14,PF3D7_1423100,1,-0.061
chr14,PF3D7_1423200,1,-1.097
chr14,PF3D7_1423300,0.357,-2.633
chr14,PF3D7_1423400,1,-1.978
chr14,PF3D7_1423500,1,-0.5
chr14,PF3D7_1423600,0.936,-0.774
chr14,PF3D7_1423700,1,-1.958
chr14,PF3D7_1423800,0.77,-3.028
chr14,PF3D7_1424100,0.166,-2.702
chr14,PF3D7_1424400,0.15,-2.895
chr14,PF3D7_1425200,0.245,-3.354
chr14,PF3D7_1425300,0.998,-2.59
chr14,PF3D7_1425400,1,-0.212
chr14,PF3D7_1425500,1,-0.301
chr14,PF3D7_1425600,1,-2.462
chr14,PF3D7_1425700,0.149,-2.69
chr14,PF3D7_1425800,0.181,-2.928
chr14,PF3D7_1425900,0.913,-2.92
chr14,PF3D7_1426000,0.27,-3.417
chr14,PF3D7_1426100,0.204,-2.717
chr14,PF3D7_1426200,0.967,0.148
chr14,PF3D7_1426300,0.886,-2.624
chr14,PF3D7_1426400,0.119,-3.043
chr14,PF3D7_1426500,1,-1.22
chr14,PF3D7_1426600,0.95,-2.827
chr14,PF3D7_1426700,1,-2.966
chr14,PF3D7_1426800,0.13,-2.881
chr14,PF3D7_1426900,0.23,-2.492
chr14,PF3D7_1427000,0.122,-3.13
chr14,PF3D7_1427100,1,-1.144
chr14,PF3D7_1427200,0.364,-1.998
chr14,PF3D7_1427300,0.126,-3.157
chr14,PF3D7_1427400,0.152,-3.174
chr14,PF3D7_1427500,1,-0.94
chr14,PF3D7_1427600,0.409,-3.068
chr14,PF3D7_1427700,0.31,-2.567
chr14,PF3D7_1427800,0.137,-3.081
chr14,PF3D7_1427900,0.132,-3.026
chr14,PF3D7_1428000,1,0.051
chr14,PF3D7_1428100,1,-2.311
chr14,PF3D7_1428200,1,-0.985
chr14,PF3D7_1428300,1,0.023
chr14,PF3D7_1428400,1,0.461
chr14,PF3D7_1428500,1,-1.442
chr14,PF3D7_1428600,0.615,-2.828
chr14,PF3D7_1428700,1,-2.758
chr14,PF3D7_1428800,0.152,-3.282
chr14,PF3D7_1428900,0.128,-2.844
chr14,PF3D7_1429000,0.119,-2.982
chr14,PF3D7_1429100,0.126,-3.091
chr14,PF3D7_1429200,1,0.029
chr14,PF3D7_1429300,1,-0.794
chr14,PF3D7_1429400,1,-1.261
chr14,PF3D7_1429500,0.131,-2.934
chr14,PF3D7_1429600,1,-1.745
chr14,PF3D7_1429700,0.121,-2.989
chr14,PF3D7_1429800,0.12,-3
chr14,PF3D7_1429900,1,-2.509
chr14,PF3D7_1430000,1,0.352
chr14,PF3D7_1430100,0.476,-2.479
chr14,PF3D7_1430200,0.238,-2.729
chr14,PF3D7_1430300,0.998,-1.088
chr14,PF3D7_1430400,0.208,-2.864
chr14,PF3D7_1430500,1,-2.235
chr14,PF3D7_1430600,1,-0.386
chr14,PF3D7_1430700,0.125,-2.934
chr14,PF3D7_1430800,1,0
chr14,PF3D7_1430900,0.208,-2.528
chr14,PF3D7_1431000,0.194,-3.203
chr14,PF3D7_1431100,0.213,-2.852
chr14,PF3D7_1431200,1,-0.994
chr14,PF3D7_1431300,0.783,-0.127
chr14,PF3D7_1431400,0.408,-2.45
chr14,PF3D7_1431500,1,-2.499
chr14,PF3D7_1431600,1,-0.263
chr14,PF3D7_1431700,0.481,-3.498
chr14,PF3D7_1431800,1,-2.209
chr14,PF3D7_1431900,1,-1.258
chr14,PF3D7_1432000,0.347,-3.418
chr14,PF3D7_1432100,0.513,-2.559
chr14,PF3D7_1432200,1,0.21
chr14,PF3D7_1432300,1,-1.947
chr14,PF3D7_1432400,1,-1.38
chr14,PF3D7_1432500,0.135,-3.165
chr14,PF3D7_1432600,1,-1.503
chr14,PF3D7_1432700,0.992,-0.826
chr14,PF3D7_1432800,0.194,-2.63
chr14,PF3D7_1432900,0.638,-3.103
chr14,PF3D7_1433000,0.189,-2.549
chr14,PF3D7_1433100,1,-2.67
chr14,PF3D7_1433200,0.986,-0.868
chr14,PF3D7_1433300,0.488,-2.479
chr14,PF3D7_1433400,0.177,-2.755
chr14,PF3D7_1433500,0.774,-2.962
chr14,PF3D7_1433600,0.972,-2.271
chr14,PF3D7_1433700,0.865,-3.033
chr14,PF3D7_1433800,0.12,-3.099
chr14,PF3D7_1433900,1,-1.275
chr14,PF3D7_1434000,0.126,-3.1
chr14,PF3D7_1434100,0.999,-1.67
chr14,PF3D7_1434200,0.133,-3.037
chr14,PF3D7_1434300,0.233,-2.873
chr14,PF3D7_1434400,0.488,-2.586
chr14,PF3D7_1434500,0.119,-3.037
chr14,PF3D7_1434600,0.154,-3.203
chr14,PF3D7_1434700,1,0
chr14,PF3D7_1434800,0.509,-2.449
chr14,PF3D7_1434900,0.12,-3.04
chr14,PF3D7_1435000,0.159,-3.169
chr14,PF3D7_1435100,0.182,-2.641
chr14,PF3D7_1435200,0.975,-2.739
chr14,PF3D7_1435300,1,-0.382
chr14,PF3D7_1435400,0.202,-3.298
chr14,PF3D7_1435500,0.305,-2.753
chr14,PF3D7_1435600,0.129,-2.908
chr14,PF3D7_1435700,1,-2.521
chr14,PF3D7_1435800,0.505,-2.547
chr14,PF3D7_1435900,0.179,-3.263
chr14,PF3D7_1436000,0.177,-3.115
chr14,PF3D7_1436100,0.12,-2.99
chr14,PF3D7_1436200,0.197,-2.717
chr14,PF3D7_1436300,1,-2.182
chr14,PF3D7_1436400,0.926,-2.64
chr14,PF3D7_1436500,0.143,-3.217
chr14,PF3D7_1436600,0.179,-2.721
chr14,PF3D7_1436700,0.132,-3.046
chr14,PF3D7_1436800,0.173,-2.556
chr14,PF3D7_1436900,0.53,-2.972
chr14,PF3D7_1437000,0.12,-3.046
chr14,PF3D7_1437100,0.203,-3.156
chr14,PF3D7_1437200,0.14,-2.765
chr14,PF3D7_1437300,0.128,-2.746
chr14,PF3D7_1437400,0.92,-2.929
chr14,PF3D7_1437500,1,-1.662
chr14,PF3D7_1437600,0.138,-3.174
chr14,PF3D7_1437700,1,-2.269
chr14,PF3D7_1437800,0.12,-2.926
chr14,PF3D7_1437900,0.814,-2.425
chr14,PF3D7_1438000,1,-2.687
chr14,PF3D7_1438100,0.169,-2.953
chr14,PF3D7_1438400,1,-2.31
chr14,PF3D7_1438500,0.121,-3.09
chr14,PF3D7_1438600,0.125,-3.008
chr14,PF3D7_1438700,0.124,-3.197
chr14,PF3D7_1438800,0.999,-2.432
chr14,PF3D7_1438900,0.848,-2.296
chr14,PF3D7_1439000,0.127,-2.749
chr14,PF3D7_1439100,1,-1.588
chr14,PF3D7_1439200,1,-2.218
chr14,PF3D7_1439300,0.15,-2.883
chr14,PF3D7_1439400,0.876,-2.584
chr14,PF3D7_1439500,1,0.492
chr14,PF3D7_1439600,0.122,-2.71
chr14,PF3D7_1439700,0.121,-3.182
chr14,PF3D7_1439800,0.134,-3.157
